"clean_file","orig_file","year","date"
"TZHR6ADT_2021-08-10.RDS","TZHR6ADT.DTA","2012","2021-08-10"
"TZIR6ADT_2021-08-10.RDS","TZIR6ADT.DTA","2012","2021-08-10"
"TZHR63DT_2021-08-10.RDS","TZHR63DT.DTA","2010","2021-08-10"
"TZIR63DT_2021-08-10.RDS","TZIR63DT.DTA","2010","2021-08-10"
"TZHR51DT_2021-08-10.RDS","TZHR51DT.DTA","2007","2021-08-10"
"TZIR51DT_2021-08-10.RDS","TZIR51DT.DTA","2007","2021-08-10"
"TZHR4ADT_2021-08-10.RDS","TZHR4ADT.DTA","2003","2021-08-10"
"TZIR4ADT_2021-08-10.RDS","TZIR4ADT.DTA","2003","2021-08-10"
"TZHR41DT_2021-08-10.RDS","TZHR41DT.DTA","1999","2021-08-10"
"TZIR41DT_2021-08-10.RDS","TZIR41DT.DTA","1999","2021-08-10"
"TGHR71DT_2021-08-10.RDS","TGHR71DT.DTA","2017","2021-08-10"
"TGIR71DT_2021-08-10.RDS","TGIR71DT.DTA","2017","2021-08-10"
"TGHR61DT_2021-08-10.RDS","TGHR61DT.DTA","2013","2021-08-10"
"TGIR61DT_2021-08-10.RDS","TGIR61DT.DTA","2013","2021-08-10"
"TGHR31DT_2021-08-10.RDS","TGHR31DT.DTA","1998","2021-08-10"
"TGIR31DT_2021-08-10.RDS","TGIR31DT.DTA","1998","2021-08-10"
"UGHR7IDT_2021-08-10.RDS","UGHR7IDT.DTA","2018","2021-08-10"
"UGIR7IDT_2021-08-10.RDS","UGIR7IDT.DTA","2018","2021-08-10"
"UGHR7BDT_2021-08-10.RDS","UGHR7BDT.DTA","2016","2021-08-10"
"UGIR7BDT_2021-08-10.RDS","UGIR7BDT.DTA","2016","2021-08-10"
"UGHR72DT_2021-08-10.RDS","UGHR72DT.DTA","2014","2021-08-10"
"UGIR72DT_2021-08-10.RDS","UGIR72DT.DTA","2014","2021-08-10"
"UGHR6ADT_2021-08-10.RDS","UGHR6ADT.DTA","2011","2021-08-10"
"UGIR6ADT_2021-08-10.RDS","UGIR6ADT.DTA","2011","2021-08-10"
"UGHR61DT_2021-08-10.RDS","UGHR61DT.DTA","2011","2021-08-10"
"UGIR61DT_2021-08-10.RDS","UGIR61DT.DTA","2011","2021-08-10"
"UGHR5ADT_2021-08-10.RDS","UGHR5ADT.DTA","2009","2021-08-10"
"UGIR5ADT_2021-08-10.RDS","UGIR5ADT.DTA","2009","2021-08-10"
"UGHR52DT_2021-08-10.RDS","UGHR52DT.DTA","2006","2021-08-10"
"UGIR52DT_2021-08-10.RDS","UGIR52DT.DTA","2006","2021-08-10"
"UGHR41DT_2021-08-10.RDS","UGHR41DT.DTA","2000","2021-08-10"
"UGIR41DT_2021-08-10.RDS","UGIR41DT.DTA","2000","2021-08-10"
"ZMHR71DT_2021-08-10.RDS","ZMHR71DT.DTA","2018","2021-08-10"
"ZMIR71DT_2021-08-10.RDS","ZMIR71DT.DTA","2018","2021-08-10"
"ZMHR61DT_2021-08-10.RDS","ZMHR61DT.DTA","2013","2021-08-10"
"ZMIR61DT_2021-08-10.RDS","ZMIR61DT.DTA","2013","2021-08-10"
"ZMHR51DT_2021-08-10.RDS","ZMHR51DT.DTA","2007","2021-08-10"
"ZMIR51DT_2021-08-10.RDS","ZMIR51DT.DTA","2007","2021-08-10"
"ZWHR72DT_2021-08-10.RDS","ZWHR72DT.DTA","2015","2021-08-10"
"ZWIR72DT_2021-08-10.RDS","ZWIR72DT.DTA","2015","2021-08-10"
"ZWHR62DT_2021-08-10.RDS","ZWHR62DT.DTA","2010","2021-08-10"
"ZWIR62DT_2021-08-10.RDS","ZWIR62DT.DTA","2010","2021-08-10"
"ZWHR52DT_2021-08-10.RDS","ZWHR52DT.DTA","2005","2021-08-10"
"ZWIR52DT_2021-08-10.RDS","ZWIR52DT.DTA","2005","2021-08-10"
"ZWHR42DT_2021-08-10.RDS","ZWHR42DT.DTA","1999","2021-08-10"
"ZWIR42DT_2021-08-10.RDS","ZWIR42DT.DTA","1999","2021-08-10"
"ZWGE72FL_2021-08-10.RDS","ZWGE72FL.DBF","2015","2021-08-10"
"ZWGE61FL_2021-08-10.RDS","ZWGE61FL.DBF","2010","2021-08-10"
"ZWGE52FL_2021-08-10.RDS","ZWGE52FL.DBF","2005","2021-08-10"
"ZWGE42FL_2021-08-10.RDS","ZWGE42FL.DBF","1999","2021-08-10"
"ZMGE71FL_2021-08-10.RDS","ZMGE71FL.DBF","2018","2021-08-10"
"ZMGE61FL_2021-08-10.RDS","ZMGE61FL.DBF","2013","2021-08-10"
"ZMGE52FL_2021-08-10.RDS","ZMGE52FL.DBF","2007","2021-08-10"
"UGGE7IFL_2021-08-10.RDS","UGGE7IFL.DBF","2018","2021-08-10"
"UGGE7AFL_2021-08-10.RDS","UGGE7AFL.DBF","2016","2021-08-10"
"UGGE71FL_2021-08-10.RDS","UGGE71FL.DBF","2014","2021-08-10"
"UGGE6AFL_2021-08-10.RDS","UGGE6AFL.DBF","2011","2021-08-10"
"UGGE61FL_2021-08-10.RDS","UGGE61FL.DBF","2011","2021-08-10"
"UGGE5AFL_2021-08-10.RDS","UGGE5AFL.DBF","2009","2021-08-10"
"UGGE53FL_2021-08-10.RDS","UGGE53FL.DBF","2006","2021-08-10"
"UGGE43FL_2021-08-10.RDS","UGGE43FL.DBF","2000","2021-08-10"
"TZGE7IFL_2021-08-10.RDS","TZGE7IFL.DBF","2017","2021-08-10"
"TZGE7AFL_2021-08-10.RDS","TZGE7AFL.DBF","2015","2021-08-10"
"TZGE6AFL_2021-08-10.RDS","TZGE6AFL.DBF","2012","2021-08-10"
"TZGE61FL_2021-08-10.RDS","TZGE61FL.DBF","2010","2021-08-10"
"TZGE52FL_2021-08-10.RDS","TZGE52FL.DBF","2007","2021-08-10"
"TZGE4CFL_2021-08-10.RDS","TZGE4CFL.DBF","2003","2021-08-10"
"TZGE43FL_2021-08-10.RDS","TZGE43FL.DBF","1999","2021-08-10"
"TJGE71FL_2021-08-10.RDS","TJGE71FL.DBF","2017","2021-08-10"
"TJGE61FL_2021-08-10.RDS","TJGE61FL.DBF","2012","2021-08-10"
"TGGE71FL_2021-08-10.RDS","TGGE71FL.DBF","2017","2021-08-10"
"TGGE62FL_2021-08-10.RDS","TGGE62FL.DBF","2013","2021-08-10"
"TGGE32FL_2021-08-10.RDS","TGGE32FL.DBF","1998","2021-08-10"
"TDGE71FL_2021-08-10.RDS","TDGE71FL.DBF","2014","2021-08-10"
"SZGE53FL_2021-08-10.RDS","SZGE53FL.DBF","2006","2021-08-10"
"SNGE81FL_2021-08-10.RDS","SNGE81FL.DBF","2018","2021-08-10"
"SNGE7RFL_2021-08-10.RDS","SNGE7RFL.DBF","2017","2021-08-10"
"SNGE7IFL_2021-08-10.RDS","SNGE7IFL.DBF","2016","2021-08-10"
"SNGE7AFL_2021-08-10.RDS","SNGE7AFL.DBF","2015","2021-08-10"
"SNGE6AFL_2021-08-10.RDS","SNGE6AFL.DBF","2012","2021-08-10"
"SNGE61FL_2021-08-10.RDS","SNGE61FL.DBF","2010","2021-08-10"
"SNGE5AFL_2021-08-10.RDS","SNGE5AFL.DBF","2008","2021-08-10"
"SNGE4BFL_2021-08-10.RDS","SNGE4BFL.DBF","2005","2021-08-10"
"SNGE32FL_2021-08-10.RDS","SNGE32FL.DBF","1997","2021-08-10"
"SLGE7AFL_2021-08-10.RDS","SLGE7AFL.DBF","2019","2021-08-10"
"SLGE71FL_2021-08-10.RDS","SLGE71FL.DBF","2016","2021-08-10"
"SLGE61FL_2021-08-10.RDS","SLGE61FL.DBF","2013","2021-08-10"
"SLGE53FL_2021-08-10.RDS","SLGE53FL.DBF","2008","2021-08-10"
"RWGE72FL_2021-08-10.RDS","RWGE72FL.DBF","2015","2021-08-10"
"RWGE61FL_2021-08-10.RDS","RWGE61FL.DBF","2010","2021-08-10"
"RWGE5BFL_2021-08-10.RDS","RWGE5BFL.DBF","2008","2021-08-10"
"RWGE54FL_2021-08-10.RDS","RWGE54FL.DBF","2005","2021-08-10"
"PKGE71FL_2021-08-10.RDS","PKGE71FL.DBF","2017","2021-08-10"
"PKGE51FL_2021-08-10.RDS","PKGE51FL.DBF","2006","2021-08-10"
"PHGE71FL_2021-08-10.RDS","PHGE71FL.DBF","2017","2021-08-10"
"PHGE52FL_2021-08-10.RDS","PHGE52FL.DBF","2008","2021-08-10"
"PHGE43FL_2021-08-10.RDS","PHGE43FL.DBF","2003","2021-08-10"
"PEGE5IFL_2021-08-10.RDS","PEGE5IFL.DBF","2009","2021-08-10"
"PEGE5BFL_2021-08-10.RDS","PEGE5BFL.DBF","2007","2021-08-10"
"PEGE52FL_2021-08-10.RDS","PEGE52FL.DBF","2004","2021-08-10"
"PEGE44FL_2021-08-10.RDS","PEGE44FL.DBF","2000","2021-08-10"
"NPGE7AFL_2021-08-10.RDS","NPGE7AFL.DBF","2016","2021-08-10"
"NPGE61FL_2021-08-10.RDS","NPGE61FL.DBF","2011","2021-08-10"
"NPGE53FL_2021-08-10.RDS","NPGE53FL.DBF","2006","2021-08-10"
"NPGE42FL_2021-08-10.RDS","NPGE42FL.DBF","2001","2021-08-10"
"NMGE61FL_2021-08-10.RDS","NMGE61FL.DBF","2013","2021-08-10"
"NMGE53FL_2021-08-10.RDS","NMGE53FL.DBF","2006","2021-08-10"
"NMGE42FL_2021-08-10.RDS","NMGE42FL.DBF","2000","2021-08-10"
"NIGE32FL_2021-08-10.RDS","NIGE32FL.DBF","1998","2021-08-10"
"NGGE7BFL_2021-08-10.RDS","NGGE7BFL.DBF","2018","2021-08-10"
"NGGE71FL_2021-08-10.RDS","NGGE71FL.DBF","2015","2021-08-10"
"NGGE6AFL_2021-08-10.RDS","NGGE6AFL.DBF","2013","2021-08-10"
"NGGE61FL_2021-08-10.RDS","NGGE61FL.DBF","2010","2021-08-10"
"NGGE52FL_2021-08-10.RDS","NGGE52FL.DBF","2008","2021-08-10"
"NGGE4BFL_2021-08-10.RDS","NGGE4BFL.DBF","2003","2021-08-10"
"MZGE7AFL_2021-08-10.RDS","MZGE7AFL.DBF","2018","2021-08-10"
"MZGE71FL_2021-08-10.RDS","MZGE71FL.DBF","2015","2021-08-10"
"MZGE61FL_2021-08-10.RDS","MZGE61FL.DBF","2011","2021-08-10"
"MZGE52FL_2021-08-10.RDS","MZGE52FL.DBF","2009","2021-08-10"
"MWGE7IFL_2021-08-10.RDS","MWGE7IFL.DBF","2017","2021-08-10"
"MWGE7AFL_2021-08-10.RDS","MWGE7AFL.DBF","2015","2021-08-10"
"MWGE71FL_2021-08-10.RDS","MWGE71FL.DBF","2014","2021-08-10"
"MWGE6AFL_2021-08-10.RDS","MWGE6AFL.DBF","2012","2021-08-10"
"MWGE62FL_2021-08-10.RDS","MWGE62FL.DBF","2010","2021-08-10"
"MWGE4BFL_2021-08-10.RDS","MWGE4BFL.DBF","2004","2021-08-10"
"MWGE43FL_2021-08-10.RDS","MWGE43FL.DBF","2000","2021-08-10"
"MMGE71FL_2021-08-10.RDS","MMGE71FL.DBF","2016","2021-08-10"
"MLGE7AFL_2021-08-10.RDS","MLGE7AFL.DBF","2018","2021-08-10"
"MLGE71FL_2021-08-10.RDS","MLGE71FL.DBF","2015","2021-08-10"
"MLGE6BFL_2021-08-10.RDS","MLGE6BFL.DBF","2012","2021-08-10"
"MLGE52FL_2021-08-10.RDS","MLGE52FL.DBF","2006","2021-08-10"
"MLGE42FL_2021-08-10.RDS","MLGE42FL.DBF","2001","2021-08-10"
"MLGE33FL_2021-08-10.RDS","MLGE33FL.DBF","1996","2021-08-10"
"MDGE71FL_2021-08-10.RDS","MDGE71FL.DBF","2016","2021-08-10"
"MDGE6AFL_2021-08-10.RDS","MDGE6AFL.DBF","2013","2021-08-10"
"MDGE61FL_2021-08-10.RDS","MDGE61FL.DBF","2011","2021-08-10"
"MDGE53FL_2021-08-10.RDS","MDGE53FL.DBF","2008","2021-08-10"
"MDGE32FL_2021-08-10.RDS","MDGE32FL.DBF","1997","2021-08-10"
"MBGE52FL_2021-08-10.RDS","MBGE52FL.DBF","2005","2021-08-10"
"MAGE43FL_2021-08-10.RDS","MAGE43FL.DBF","2003","2021-08-10"
"LSGE71FL_2021-08-10.RDS","LSGE71FL.DBF","2014","2021-08-10"
"LSGE62FL_2021-08-10.RDS","LSGE62FL.DBF","2009","2021-08-10"
"LSGE42FL_2021-08-10.RDS","LSGE42FL.DBF","2004","2021-08-10"
"LBGE7AFL_2021-08-10.RDS","LBGE7AFL.DBF","2019","2021-08-10"
"LBGE71FL_2021-08-10.RDS","LBGE71FL.DBF","2016","2021-08-10"
"LBGE6AFL_2021-08-10.RDS","LBGE6AFL.DBF","2013","2021-08-10"
"LBGE61FL_2021-08-10.RDS","LBGE61FL.DBF","2011","2021-08-10"
"LBGE5CFL_2021-08-10.RDS","LBGE5CFL.DBF","2009","2021-08-10"
"LBGE52FL_2021-08-10.RDS","LBGE52FL.DBF","2007","2021-08-10"
"KYGE61FL_2021-08-10.RDS","KYGE61FL.DBF","2012","2021-08-10"
"KMGE61FL_2021-08-10.RDS","KMGE61FL.DBF","2012","2021-08-10"
"KHGE71FL_2021-08-10.RDS","KHGE71FL.DBF","2014","2021-08-10"
"KHGE62FL_2021-08-10.RDS","KHGE62FL.DBF","2010","2021-08-10"
"KHGE51FL_2021-08-10.RDS","KHGE51FL.DBF","2005","2021-08-10"
"KHGE43FL_2021-08-10.RDS","KHGE43FL.DBF","2000","2021-08-10"
"KEGE7AFL_2021-08-10.RDS","KEGE7AFL.DBF","2015","2021-08-10"
"KEGE71FL_2021-08-10.RDS","KEGE71FL.DBF","2014","2021-08-10"
"KEGE52FL_2021-08-10.RDS","KEGE52FL.DBF","2008","2021-08-10"
"KEGE43FL_2021-08-10.RDS","KEGE43FL.DBF","2003","2021-08-10"
"JOGE71FL_2021-08-10.RDS","JOGE71FL.DBF","2017","2021-08-10"
"JOGE6AFL_2021-08-10.RDS","JOGE6AFL.DBF","2012","2021-08-10"
"JOGE52FL_2021-08-10.RDS","JOGE52FL.DBF","2007","2021-08-10"
"JOGE43FL_2021-08-10.RDS","JOGE43FL.DBF","2002","2021-08-10"
"IDGE43FL_2021-08-10.RDS","IDGE43FL.DBF","2003","2021-08-10"
"IAGE71FL_2021-08-10.RDS","IAGE71FL.DBF","2015","2021-08-10"
"HTGE71FL_2021-08-10.RDS","HTGE71FL.DBF","2016","2021-08-10"
"HTGE61FL_2021-08-10.RDS","HTGE61FL.DBF","2012","2021-08-10"
"HTGE52FL_2021-08-10.RDS","HTGE52FL.DBF","2006","2021-08-10"
"HTGE42FL_2021-08-10.RDS","HTGE42FL.DBF","2000","2021-08-10"
"HNGE61FL_2021-08-10.RDS","HNGE61FL.DBF","2011","2021-08-10"
"GYGE5JFL_2021-08-10.RDS","GYGE5JFL.DBF","2009","2021-08-10"
"GUGE71FL_2021-08-10.RDS","GUGE71FL.DBF","2015","2021-08-10"
"GNGE71FL_2021-08-10.RDS","GNGE71FL.DBF","2018","2021-08-10"
"GNGE61FL_2021-08-10.RDS","GNGE61FL.DBF","2012","2021-08-10"
"GNGE52FL_2021-08-10.RDS","GNGE52FL.DBF","2005","2021-08-10"
"GNGE42FL_2021-08-10.RDS","GNGE42FL.DBF","1999","2021-08-10"
"GHGE81FL_2021-08-10.RDS","GHGE81FL.DBF","2019","2021-08-10"
"GHGE7AFL_2021-08-10.RDS","GHGE7AFL.DBF","2016","2021-08-10"
"GHGE71FL_2021-08-10.RDS","GHGE71FL.DBF","2014","2021-08-10"
"GHGE5AFL_2021-08-10.RDS","GHGE5AFL.DBF","2008","2021-08-10"
"GHGE4BFL_2021-08-10.RDS","GHGE4BFL.DBF","2003","2021-08-10"
"GHGE42FL_2021-08-10.RDS","GHGE42FL.DBF","1998","2021-08-10"
"GAGE61FL_2021-08-10.RDS","GAGE61FL.DBF","2012","2021-08-10"
"ETGE81FL_2021-08-10.RDS","ETGE81FL.DBF","2019","2021-08-10"
"ETGE71FL_2021-08-10.RDS","ETGE71FL.DBF","2016","2021-08-10"
"ETGE61FL_2021-08-10.RDS","ETGE61FL.DBF","2011","2021-08-10"
"ETGE52FL_2021-08-10.RDS","ETGE52FL.DBF","2005","2021-08-10"
"ETGE42FL_2021-08-10.RDS","ETGE42FL.DBF","2000","2021-08-10"
"EGGE61FL_2021-08-10.RDS","EGGE61FL.DBF","2014","2021-08-10"
"EGGE5DFL_2021-08-10.RDS","EGGE5DFL.DBF","2008","2021-08-10"
"EGGE52FL_2021-08-10.RDS","EGGE52FL.DBF","2005","2021-08-10"
"EGGE4BFL_2021-08-10.RDS","EGGE4BFL.DBF","2003","2021-08-10"
"EGGE42FL_2021-08-10.RDS","EGGE42FL.DBF","2000","2021-08-10"
"DRGE6AFL_2021-08-10.RDS","DRGE6AFL.DBF","2013","2021-08-10"
"DRGE61FL_2021-08-10.RDS","DRGE61FL.DBF","2013","2021-08-10"
"DRGE52FL_2021-08-10.RDS","DRGE52FL.DBF","2007","2021-08-10"
"COGE61FL_2021-08-10.RDS","COGE61FL.DBF","2010","2021-08-10"
"CMGE71FL_2021-08-10.RDS","CMGE71FL.DBF","2018","2021-08-10"
"CMGE61FL_2021-08-10.RDS","CMGE61FL.DBF","2011","2021-08-10"
"CMGE42FL_2021-08-10.RDS","CMGE42FL.DBF","2004","2021-08-10"
"CIGE61FL_2021-08-10.RDS","CIGE61FL.DBF","2012","2021-08-10"
"CIGE3BFL_2021-08-10.RDS","CIGE3BFL.DBF","1998","2021-08-10"
"CDGE61FL_2021-08-10.RDS","CDGE61FL.DBF","2013","2021-08-10"
"CDGE52FL_2021-08-10.RDS","CDGE52FL.DBF","2007","2021-08-10"
"BUGE71FL_2021-08-10.RDS","BUGE71FL.DBF","2016","2021-08-10"
"BUGE6AFL_2021-08-10.RDS","BUGE6AFL.DBF","2012","2021-08-10"
"BUGE61FL_2021-08-10.RDS","BUGE61FL.DBF","2010","2021-08-10"
"BOGE53FL_2021-08-10.RDS","BOGE53FL.DBF","2008","2021-08-10"
"BJGE71FL_2021-08-10.RDS","BJGE71FL.DBF","2017","2021-08-10"
"BJGE61FL_2021-08-10.RDS","BJGE61FL.DBF","2012","2021-08-10"
"BJGE42FL_2021-08-10.RDS","BJGE42FL.DBF","2001","2021-08-10"
"BJGE33FL_2021-08-10.RDS","BJGE33FL.DBF","1996","2021-08-10"
"BFGE7AFL_2021-08-10.RDS","BFGE7AFL.DBF","2017","2021-08-10"
"BFGE71FL_2021-08-10.RDS","BFGE71FL.DBF","2014","2021-08-10"
"BFGE61FL_2021-08-10.RDS","BFGE61FL.DBF","2010","2021-08-10"
"BFGE43FL_2021-08-10.RDS","BFGE43FL.DBF","2003","2021-08-10"
"BFGE32FL_2021-08-10.RDS","BFGE32FL.DBF","1999","2021-08-10"
"BDGE7SFL_2021-08-10.RDS","BDGE7SFL.DBF","2017","2021-08-10"
"BDGE71FL_2021-08-10.RDS","BDGE71FL.DBF","2014","2021-08-10"
"BDGE61FL_2021-08-10.RDS","BDGE61FL.DBF","2011","2021-08-10"
"BDGE52FL_2021-08-10.RDS","BDGE52FL.DBF","2007","2021-08-10"
"BDGE4JFL_2021-08-10.RDS","BDGE4JFL.DBF","2004","2021-08-10"
"BDGE42FL_2021-08-10.RDS","BDGE42FL.DBF","2000","2021-08-10"
"AOGE71FL_2021-08-10.RDS","AOGE71FL.DBF","2015","2021-08-10"
"AOGE61FL_2021-08-10.RDS","AOGE61FL.DBF","2011","2021-08-10"
"AOGE52FL_2021-08-10.RDS","AOGE52FL.DBF","2006","2021-08-10"
"AMGE71FL_2021-08-10.RDS","AMGE71FL.DBF","2016","2021-08-10"
"AMGE61FL_2021-08-10.RDS","AMGE61FL.DBF","2010","2021-08-10"
"ALGE71FL_2021-08-10.RDS","ALGE71FL.DBF","2017","2021-08-10"
"ALGE51FL_2021-08-10.RDS","ALGE51FL.DBF","2008","2021-08-10"
