country,year,ea_id,lat,lon,asset_index,infrastructure_index,n
et,2015,05010301101,9.66381415681,41.7895497706,-2.4285317055460194,-1.8950774985068415,5
et,2015,05010401102,9.55152585441,41.358379098,-2.105369453707129,-1.6099993487228872,8
et,2015,05010401701,9.56552604162,41.5231782329,-2.8981093603479122,-2.2397580692552292,5
et,2015,05020200102,9.22079544864,42.4952242973,-1.0015588171380068,-0.07040776991482967,6
et,2015,05020201001,9.23975778401,42.4419432943,-2.5039158293796566,-1.6687496585312882,5
et,2015,05020408901,9.40053953262,42.8585260119,-1.9630185455673426,-2.428760251728137,10
et,2015,05020416502,9.30185627536,42.5964917162,-2.7817380508956266,-1.8811925842579134,6
et,2015,05020600901,9.32340832355,43.2784116014,-2.9292065704713934,-1.8765642795082706,9
et,2015,05020602801,9.09607306007,43.2041452368,-1.67482389265462,-1.341424561324777,2
et,2015,05020603803,9.03815880629,43.2537267944,-2.7623738029234732,-1.8355707231542921,7
et,2015,05020704801,9.06748034312,43.5342684053,-2.9276581470272713,-1.874250127133449,4
et,2015,05020709201,8.84297565884,43.8706580642,-1.8530583613306517,-1.630496307427353,9
et,2015,05090100907,5.22299798627,41.0432055896,-2.7799358013338455,-1.54231990974047,8
et,2015,05090201201,4.28184427047,41.8750755047,-2.6162444616578124,-1.4499906061391203,10
et,2015,05090302001,3.8642429801,39.1013658071,-2.8651556663273374,-1.8117680130132723,7
et,2015,05090302602,3.45570056699,39.5159939261,-1.3176503991108768,-0.9081075476334237,9
et,2015,05090303404,3.54993726091,39.1842340255,-2.849634380545861,-1.8117680130132723,2
et,2015,05090400101,4.76768886663,39.2697492018,-1.7495240056580805,-0.43099733506187227,7
et,2015,05090400302,4.87905466671,39.1953787271,-2.623327991483416,-1.9164733901637778,9
et,2015,06020100802,11.3323287202,36.2720183518,-1.4492419236665945,-0.8710811096362819,9
et,2015,06020400402,11.115608637,36.3763433187,-2.0858931093364617,-1.2679528962555144,3
et,2015,06030100301,10.4822087828,34.7861778123,-1.7289054322489026,-0.9240962367685531,11
et,2015,06030304202,10.081237992,34.6831901825,-1.2632531571998042,-0.22718892047766132,12
et,2015,06030500102,9.73443000378,34.7285555289,-0.7111848375856367,-0.21330400622873313,7
et,2015,06030503003,9.74422788621,34.7872968911,-0.9376633748729521,-1.0615627723652787,8
et,2015,06040500203,9.39137371981,36.2194348147,-1.9979269734429745,-1.0109725551237394,5
et,2015,06060800402,9.62033298025,34.5342648788,-2.5928703522652357,-0.9460596465804941,10
et,2015,06060801401,9.47651243141,34.4209015528,-1.8990528412330876,-1.0303217153051902,8
et,2015,07010300404,8.17949664228,37.9272178152,-1.7830687848176356,-0.4722519114453696,10
et,2015,07010502502,8.16863199454,38.6464528783,-1.555877999517891,-0.2738927229513288,11
et,2015,07010800701,7.81991142387,37.828597498,-2.364316019310052,-1.6121676985373998,12
et,2015,07011000102,8.20429943583,37.7931347282,0.3219278122513689,-0.21330400622873313,6
et,2015,07011100401,8.11835892139,37.711581489,-1.7377107053932526,-0.21330400622873313,10
et,2015,07011202605,8.13327890849,38.2086730522,-2.0630494770385415,-1.2679528962555144,12
et,2015,07020200105,7.6926289959,37.7336160957,-1.2132227256002,-0.7144081229324692,11
et,2015,07020201001,7.70538466173,37.6505389613,-2.6020238424739985,-0.7899463192779639,8
et,2015,07020501302,7.17430039499,37.9492676831,-2.39545544632037,-0.2966134917223022,11
et,2015,07020701001,7.38160282799,37.6033985811,-2.6013353018376537,-0.4610577675741894,12
et,2015,07021001401,7.51326045706,37.6461378355,-2.4380134096304538,-0.8228351744483413,10
et,2015,07030200501,7.37676330298,37.8935648714,-1.8953712543334424,-0.6478274130815498,11
et,2015,07030400501,7.28374522639,37.7571481782,-2.0732800432238414,-0.954390595129851,8
et,2015,07030600204,7.442807492,37.8659104876,-2.5675471055445778,-0.2966134917223022,10
et,2015,07040101103,6.91156800008,38.4817078008,-1.0442077968536294,-0.4250430316290525,7
et,2015,07040400903,6.80310210938,38.5126355838,-1.6510667938667625,-1.1895623209740986,4
et,2015,07040601903,6.44962796151,38.3196828622,-1.41815441823611,-1.2740833964867588,5
et,2015,07040901103,6.39898337786,38.8768980886,-1.4073808682833204,-1.0323339967556167,11
et,2015,07041000105,6.92495009304,38.3559681101,-0.5618261617063958,-0.11900073957225266,6
et,2015,07041200908,6.93084850884,38.595896045,-1.4952107427273873,-0.5901383184298965,8
et,2015,07041700202,6.65580676267,38.3245737951,-2.5620584730176112,-0.2966134917223022,10
et,2015,07050100907,6.27761186614,38.3115215185,-2.397661159843151,-1.3575421251485613,7
et,2015,07050201705,6.13878361273,38.2843372409,-1.8945438150869702,-0.954390595129851,6
et,2015,07050302201,5.98301240509,38.1616652609,-1.3926855539618528,-0.7664542798705514,7
et,2015,07050500304,6.40123809791,38.3446012616,-0.7438326877140409,-0.22845118540938206,11
et,2015,07050601303,5.94525407784,38.322510837,-0.8599345302361608,-0.21330400622873313,9
et,2015,07060201501,6.94992604668,37.8864940524,-1.153504413275738,-0.2814663125416533,11
et,2015,07060300103,6.88872100597,37.9522518332,-1.0865608286605288,-0.21330400622873313,3
et,2015,07060500601,6.90210116638,37.7348762189,-1.0430081345346973,-1.0234664398194793,10
et,2015,07060700601,6.78301858962,37.5509812536,-0.8711663426178318,-0.2966134917223022,1
et,2015,07061000902,6.70685847437,37.409545286,-0.94359900959805465,-0.2966134917223022,1
et,2015,07070202904,5.83633941337,36.6070302097,-1.5773269986049194,-0.9293977494817803,10
et,2015,07070302101,6.13630868631,36.6759763471,-2.1758699180501098,-1.5780888527702992,11
et,2015,07070600103,4.8070976028,36.0818398582,-1.70395665766467,-1.2407596022893312,5
et,2015,07080100401,7.82727102592,35.3924934526,-1.385608234238973,-0.9305878849888313,7
et,2015,07080300206,7.27556859449,35.3761222945,-0.8369366157347158,-0.8849660238852102,6
et,2015,07080301501,7.19057165925,35.4228308345,-0.918377890884278,-0.7771129520066321,7
et,2015,07090200503,7.67211701378,35.8400122926,-2.572343181449846,-0.9460596465804941,10
et,2015,07090500303,7.31318183469,36.5951905108,-1.6341595132958862,-1.04845928546755,10
et,2015,07090600104,7.11090917192,36.4669773812,-0.14553622539286776,-0.505649385520977,9
et,2015,07090701501,6.98589410147,36.4255203181,-2.588786987733379,-0.954390595129851,3
et,2015,07090900601,7.44867719122,35.868074501,-1.5959583356469438,-1.2401830677576582,3
et,2015,07100100403,6.63095001102,36.7852027008,-2.259491467449984,-1.1958274423185753,9
et,2015,07100301001,6.61699649052,37.4846255397,-0.9510121464524296,-0.954390595129851,1
et,2015,07100602401,5.98817082582,37.4387863255,-2.4190592899832692,-0.6724861222409015,7
et,2015,07100800105,6.29109687243,37.4818442988,-1.0276849963508428,-0.35958920463881305,7
et,2015,07100901703,6.23385511377,37.3456169058,-2.475988398408349,-0.5624377187227718,12
et,2015,07101202901,5.94989088571,37.1552324163,-2.61293121006012,-0.954390595129851,11
et,2015,07110100201,7.14547506346,35.4611988078,-2.2464581725755832,-0.954390595129851,7
et,2015,07110301302,6.91411343602,35.6303215499,-2.3912659317321947,-0.7899463192779639,12
et,2015,07110400302,6.94902910992,35.772021814,-0.5950529924238801,-0.3025605433599924,7
et,2015,07110401603,6.8069212678,35.801596385,-2.45593679244798,-1.0141885136214464,11
et,2015,07110502003,6.80492958256,35.8646146207,-2.0516064692873424,-1.1258660787065353,10
et,2015,07110800501,6.2600677475,35.2645547968,-2.4932616284312967,-1.1634321292136267,9
et,2015,07120100102,7.97698683396,37.4779072445,-1.41532798171805,-0.9127358523830664,8
et,2015,07120101602,7.8891255011,37.5456591429,-2.5702197938974267,-0.7351315606606681,9
et,2015,07120102802,7.73169598877,37.4985838007,-2.098654130745293,-0.8894776865866059,10
et,2015,07130101301,5.85184911518,37.8832189758,-1.6894085173215556,-0.7570574641075863,10
et,2015,07130102505,5.74709706037,37.8508868358,-2.3169075953717138,-0.7587073773247882,12
et,2015,07140100402,5.60315524467,37.6030634072,-1.2755268144673857,-0.9240962367685531,11
et,2015,07140101303,5.5541668341,37.8416513316,-1.6309799562156915,-0.25874554377067993,11
et,2015,07150100704,5.49534488804,37.5518429316,-2.018716970827975,-1.1624880072528363,10
et,2015,07150102609,5.29947726643,37.4826182904,-1.954736499646327,-1.2679528962555144,12
et,2015,07150104404,5.25295513188,37.4271768268,-2.3148213794830097,-1.056356987075387,12
et,2015,07160100803,5.64655886803,37.3818910811,-2.004453380942784,-1.2033679791877967,11
et,2015,07160101705,5.63928393085,37.3823169626,-2.110835562127774,-0.39068218206000127,10
et,2015,07170100103,7.14637860111,36.8971397399,-1.6218052462470178,-1.173649629599034,6
et,2015,07170200104,7.0587043433,37.1757686301,0.15507493717552034,-0.21330400622873313,7
et,2015,07170200803,7.09924325001,37.128257018,-1.380660444463934,-1.9571644218818902,9
et,2015,07170301401,6.94302150261,37.2950167052,-0.6602891989241166,-0.256197806012382,7
et,2015,07170402501,7.03607701317,37.3092790736,-1.9293421222468154,-1.4659950088912779,9
et,2015,07180100101,6.36391514169,36.5892168406,-1.5402835951466447,-1.3773478371713246,10
et,2015,07180101001,6.33301035552,36.6032685349,-1.7984289492787628,-1.3587775562878608,7
et,2015,07180102302,6.2656349463,36.6109388136,-1.4510439185045454,-0.9948062808397713,7
et,2015,07190100701,7.15974968202,36.836041539,-1.7699063860016184,-1.4806122778558901,10
et,2015,07190102302,7.09517484082,36.6553017363,-2.47934786686342,-1.4123300282075903,7
et,2015,07200101203,7.98501581104,38.1539348643,-2.462815466176602,-0.5443587926401073,12
et,2015,07200203802,8.07578959014,38.4395969167,-2.2521898877452595,-0.2890399021319778,11
et,2015,07200500107,7.79349904803,38.2505601834,-1.600419670484131,-0.09571814330660935,8
et,2015,07200800805,7.65816033645,38.0946319154,-2.433745147421196,-0.11043233010947331,11
et,2015,07210103003,7.40568344221,38.0810753873,-2.449446303734488,-0.10847611104690418,10
et,2015,07210106202,7.27673837537,38.1157382755,-2.7335259988579175,-0.7565432577241014,8
et,2015,12010100401,8.40007079517,33.938508848,-2.941593958024371,-1.8950774985068415,7
et,2015,12010200401,8.00671193105,34.5566341877,-0.9024251961476224,-0.7892214208995468,6
et,2015,12010200901,7.83013692022,34.5080541478,-2.848441439284569,-1.8219911536837805,9
et,2015,12010300103,7.64691311056,34.2562839247,0.9914009740028557,-0.21330400622873313,7
et,2015,12020101701,8.27575877219,33.980758515,-1.9598842831599002,-1.7479382776894967,9
et,2015,12020300401,8.39200458575,33.4683567701,-2.445983493683814,-2.158188339869861,5
et,2015,12030100107,7.25810515348,35.3135608448,-1.2034850702549311,-0.8498698280879632,9
et,2015,12030100704,7.22604668328,35.2944712687,-2.3885932505254317,-0.9127358523830664,10
et,2015,12030201002,7.27442629343,35.2563379766,-1.1588441219035643,-0.2757861203489099,8
et,2015,12030240301,7.30240486926,35.1983637711,-2.183263424925041,-0.23629338209589965,4
et,2015,12040101602,8.19726994714,34.2016617219,-2.085371873883416,-1.5986428629463942,5
et,2015,13010100102,9.36029530834,42.0920688567,-1.1560181551450526,-1.4886268052762894,8
et,2015,13010100303,9.33809911164,42.0999509753,-1.3886921649663637,-0.777204345377586,11
et,2015,13010100405,9.37107710036,42.1031932694,-1.3135262021791156,-0.9823171735768667,11
et,2015,13010100601,9.31507331624,42.1446521473,-1.5733033749429,-1.1270802068539219,12
et,2015,13010100704,9.33726350871,42.2004270507,-2.079888005578943,-0.3413035548375531,8
et,2015,13010100905,9.33257557657,42.2485029939,-2.6114647711866312,-1.1539909096057235,5
et,2015,13010101103,9.3102972075,42.1842178725,-2.7478405183991765,-1.775032180478641,12
et,2015,13010101304,9.27305633369,42.132216294,-2.749845429466577,-1.1139154559315803,11
et,2015,13010101405,9.26445855436,42.1477441163,-1.659268980539971,-1.009494343931798,8
et,2015,13010101603,9.2463064163,42.2173944859,-2.406348400406941,-1.5569881201996096,10
et,2015,15010200404,9.55192525075,41.7853673729,-1.678960269072575,-0.225205361299243,7
et,2015,15010200704,9.47303240515,41.7186492241,-2.1551701146384357,-0.6950461494474921,7
et,2015,15010201002,9.51321818808,41.8161343197,-2.6658553437298873,-1.703582652250414,9
et,2015,15010201201,9.56898165487,41.8673487349,-2.644215482095463,-1.1896949748172532,7
et,2015,15010201401,9.5268552421,41.940878737,-2.846388261093651,-2.033484387481619,8
et,2015,15010201605,9.55091666159,42.0823653656,-2.8461759233982096,-1.2112630082221831,8
et,2015,15010201805,9.56789007387,41.9822667431,-2.499720818733578,-1.055689904344548,11
et,2015,15010202404,9.60298076521,42.0803290584,-2.705024499991312,-0.9449493755219478,9
et,2015,15010202801,9.63095228353,42.146104574,-2.2602259378765064,-0.9515022821863848,9
et,2015,15010203102,9.74677172525,42.3089673942,-2.466738329834035,-0.7627407346575232,7
mw,2010,10101215,-9.504460334777832,33.230201721191406,1.2961859621192924,0.8799991328093043,14
mw,2010,10103414,-9.971599578857422,33.3739013671875,1.1053445339350867,0.06223060108284751,16
mw,2010,10220103,-9.9753999710083,33.92599868774414,1.1343583621973359,-0.3487794180211422,16
mw,2010,10302010,-11.96399974822998,34.07680130004883,1.206240601086868,0.052074018587893914,15
mw,2010,10308636,-11.536399841308594,34.27799987792969,1.5474584223460228,0.1805641891537815,15
mw,2010,10502268,-11.28499984741211,33.778499603271484,0.9810247140095592,0.5904796758409618,13
mw,2010,10505310,-11.3125,33.47990036010742,1.3642555907478353,0.41840236295605815,16
mw,2010,10732192,-11.407600402832031,33.99489974975586,0.7256546916557663,1.0776595904208994,11
mw,2010,10734370,-11.432999610900879,34.02349853515625,0.3418484848102949,1.0776810308085518,12
mw,2010,10735173,-11.466899871826172,34.0078010559082,-0.05083365309611221,0.9663971961511224,14
mw,2010,10744649,-11.473600387573242,34.015098571777344,1.0300734897650556,1.2538439862017674,12
mw,2010,10746033,-11.460800170898438,33.973899841308594,1.2111280672538645,0.8906055980648808,12
mw,2010,20111718,-13.348799705505371,33.440399169921875,1.0823266237339306,0.7581209323307607,12
mw,2010,20112661,-12.881600379943848,33.72679901123047,0.8176588664056267,0.06564477418968685,16
mw,2010,20205207,-13.350000381469727,34.27050018310547,0.39175133153739294,0.008222211694057287,15
mw,2010,20206362,-13.27400016784668,34.14039993286133,0.365518466051857,0.9453747123178625,15
mw,2010,20303065,-13.230500221252441,34.009300231933594,0.3920262666816977,0.39784682847457226,16
mw,2010,20306557,-13.331399917602539,33.85810089111328,0.6923226247919773,0.7254074466147742,14
mw,2010,20404032,-13.746899604797363,34.16320037841797,1.0338054629495461,0.36257106959793506,15
mw,2010,20404575,-13.792099952697754,34.16019821166992,0.5392008985621656,0.2950691560671428,16
mw,2010,20407398,-13.636199951171875,33.7489013671875,0.5465635521724496,0.4800689664005159,16
mw,2010,20407481,-13.507699966430664,33.73759841918945,0.9342295104742109,0.20191355806902667,15
mw,2010,20508349,-13.488300323486328,34.26139831542969,0.26635407837713054,-0.2895446862159322,15
mw,2010,20601626,-14.075499534606934,33.91830062866211,1.2641408898145041,0.7960787941224952,13
mw,2010,20603090,-14.260000228881836,33.798301696777344,0.5734891784326016,0.9368358012814864,14
mw,2010,20603533,-14.274900436401367,33.759700775146484,0.35491263580018806,0.9145438639182095,12
mw,2010,20607260,-13.867400169372559,33.82809829711914,-0.012023222389717696,1.0951315987736767,13
mw,2010,20607315,-13.799300193786621,33.8588981628418,0.6073105187692639,0.4722005868325266,15
mw,2010,20610050,-14.104499816894531,34.001800537109375,0.4550994773604842,0.5238316816054192,14
mw,2010,20614477,-14.032999992370605,33.515899658203125,0.8232270176223738,1.2088876845130787,14
mw,2010,20615064,-13.812199592590332,33.5004997253418,0.7952981154098531,1.3028558421427288,14
mw,2010,20615735,-13.934700012207031,33.49399948120117,0.6367807765981393,0.9800307688648325,15
mw,2010,20705372,-13.502699851989746,32.98630142211914,0.7542150159065234,-0.1885032208023512,14
mw,2010,20801046,-14.376299858093262,34.039398193359375,0.5482284621221762,-0.20184107242825905,15
mw,2010,20803156,-14.299200057983398,34.11259841918945,-0.25196462184318935,-0.34612664620982053,15
mw,2010,20804405,-14.026100158691406,34.2599983215332,0.22962603051774613,-0.1962871067286878,15
mw,2010,20807727,-14.355600357055664,34.57929992675781,0.04415391170628907,-0.44293607447838435,16
mw,2010,20808421,-14.348699569702148,34.40399932861328,0.7794804646785904,0.6770032952651874,16
mw,2010,20906524,-14.768899917602539,34.64609909057617,0.8866171598977242,-0.11935503614368631,16
mw,2010,20906605,-14.651399612426758,34.6255989074707,0.06382503738018255,0.029996190509511567,14
mw,2010,20908119,-14.503600120544434,34.6593017578125,0.2726524476894183,-0.3076683490581704,16
mw,2010,20909113,-14.413599967956543,34.610599517822266,-0.4408169892114949,-0.24887541759710857,12
mw,2010,21037030,-13.98960018157959,33.777198791503906,0.5023874182832304,1.3912433319342152,12
mw,2010,21037536,-13.991700172424316,33.778900146484375,0.21678485832721514,1.5444418938078979,13
mw,2010,21048764,-13.935400009155273,33.782798767089844,0.2107324679323655,2.6018142467777734,12
mw,2010,21051203,-14.003899574279785,33.808101654052734,0.025092533323591487,0.9923479984026717,12
mw,2010,21055241,-13.875800132751465,33.7598991394043,0.9059895388268765,1.6385647171422388,13
mw,2010,21055693,-13.869600296020508,33.777099609375,0.5596473468855157,1.4784897847399423,13
mw,2010,21066096,-14.023900032043457,33.77799987792969,0.32989966973970164,1.059126296743908,7
mw,2010,21066339,-14.020899772644043,33.774600982666016,0.7573553054691584,1.0370100701041978,10
mw,2010,21080308,-13.932299613952637,33.7588996887207,0.3109764497862967,1.114416863343183,14
mw,2010,21081573,-13.893899917602539,33.78710174560547,0.8914510300361951,1.5999074942123273,11
mw,2010,21086069,-13.95300006866455,33.71739959716797,1.0328653993732162,1.1851443133355435,12
mw,2010,21086436,-13.955400466918945,33.728599548339844,1.0438340763033616,0.20862059283194426,15
mw,2010,30101280,-14.42650032043457,35.257598876953125,-0.3843117487703864,-0.6530892944666765,15
mw,2010,30101545,-14.524399757385254,35.08879852294922,-0.5172073319823215,-0.48404714344135613,16
mw,2010,30103074,-14.479100227355957,34.82619857788086,0.031905669177247284,0.027407377210110863,16
mw,2010,30104708,-14.325200080871582,35.425498962402344,-0.5145405840070844,-0.013703691752861003,16
mw,2010,30105325,-14.49120044708252,35.606300354003906,-0.43050586534930907,-0.3664612805192323,16
mw,2010,30107624,-14.106599807739258,35.41170120239258,0.014470320443028404,0.7388458309487312,15
mw,2010,30109724,-14.140399932861328,35.21540069580078,-1.0823367639122712,-0.8955976636687893,16
mw,2010,30202252,-15.175000190734863,35.33810043334961,0.8065124995129475,0.759225433191131,16
mw,2010,30208396,-14.70740032196045,35.80670166015625,-0.06341889228890862,0.26213730271021024,15
mw,2010,30212307,-14.699899673461914,35.608001708984375,-0.4500294912199614,-0.05449024853107535,15
mw,2010,30302601,-15.488200187683105,35.55699920654297,0.84922913320550375,0.5473237210128316,14
mw,2010,30305082,-15.56980037689209,35.42559814453125,0.88755018232228,0.9543905909327771,12
mw,2010,30305580,-15.64739990234375,35.343101501464844,-0.22484308574017792,-0.48404714344135613,16
mw,2010,30306555,-15.462699890136719,35.15950012207031,0.6105442387292763,-0.2589793390245886,14
mw,2010,30403444,-15.829500198364258,35.26179885864258,0.9358963121437303,-0.3899784531036571,15
mw,2010,30406710,-15.601300239562988,35.24039840698242,0.8241254533449118,-0.9543905951298512,15
mw,2010,30501383,-15.655599594116211,35.01839828491211,0.852951356389719,-0.3557716566172211,11
mw,2010,30504518,-15.708800315856934,34.830101013183594,0.6885056532028451,-0.7326069872655361,14
mw,2010,30602235,-15.737000465393066,34.38520050048828,0.24706916987058086,0.1273113776341445,16
mw,2010,30620196,-15.605799674987793,34.51839828491211,-0.0618245226396308,0.6673366537077392,10
mw,2010,30704313,-16.198200225830078,35.15800094604492,0.8306865460282661,0.835745195083271,15
mw,2010,30705391,-16.08799934387207,35.06809997558594,-1.4737561447545127,0.8820857175610567,15
mw,2010,30708665,-16.057899475097656,35.23619842529297,1.123991942565849,0.9644557604602514,11
mw,2010,30709438,-15.949899673461914,35.11360168457031,0.9118856434248798,0.483415995895499,14
mw,2010,30801672,-16.113399505615234,35.40919876098633,0.14200355649940105,-0.30840533954722826,15
mw,2010,30801679,-16.083200454711914,35.582401275634766,0.33162665533100094,-0.34590574603774643,16
mw,2010,30803115,-16.037500381469727,35.35449981689453,-0.021950897419647758,0.07095228755876329,16
mw,2010,30806611,-15.828399658203125,35.35319900512695,-0.028421671679918444,-0.3905549876353302,15
mw,2010,30901054,-15.576299667358398,35.55189895629883,0.8826740715582561,0.17173594917822738,16
mw,2010,30901475,-15.668899536132812,35.5890007019043,0.348106633723268,0.19895568984751474,15
mw,2010,31001749,-16.600000381469727,34.96730041503906,0.4138772295460764,-1.5303853912091716,16
mw,2010,31002169,-16.26689910888672,34.895198822021484,-0.30637405597638834,-0.07312347667426085,13
mw,2010,31004312,-16.02039909362793,34.920101165771484,0.04628832674787175,-1.7645037446747915,13
mw,2010,31108703,-16.98550033569336,35.249900817871094,-0.5439622575059652,-1.1621549416654509,12
mw,2010,31201007,-14.925800323486328,35.01649856567383,0.4058942445277863,0.4625356838480971,15
mw,2010,31201104,-15.070599555969238,35.1703987121582,0.45374938411279025,-0.20184107242825905,15
mw,2010,31201516,-14.953300476074219,34.954498291015625,0.2812675870022328,-0.09221155519366755,15
mw,2010,31435120,-15.378700256347656,35.342098236083984,0.6082918492852707,1.2897112329045857,9
mw,2010,31435753,-15.373600006103516,35.36439895629883,-0.23328735757647243,0.8660851216284243,12
mw,2010,31439102,-15.399200439453125,35.31840133666992,-0.03400683902259241,1.9130347770633676,14
mw,2010,31441389,-15.39900016784668,35.320499420166016,-0.10465813389394857,1.6409514114012507,8
mw,2010,31443270,-15.404199600219727,35.33140182495117,1.0491300999898432,1.3461194757321113,12
mw,2010,31532674,-15.730799674987793,35.0713005065918,0.8792857663816893,0.9331308641654956,11
mw,2010,31536118,-15.777600288391113,35.040199279785156,-0.006482508607996772,1.630201852573625,11
mw,2010,31539670,-15.769499778747559,34.99689865112305,-0.03549648137308088,1.6039855809148096,13
mw,2010,31546760,-15.823399543762207,35.0885009765625,0.1191879066003599,1.544192919852519,8
mw,2010,31550254,-15.808600425720215,35.05720138549805,0.8180902823196113,2.2666887390378774,11
mw,2010,31555614,-15.855199813842773,35.073699951171875,0.5193120409507462,0.6106343194842638,11
mw,2016,10101215,-9.504460334777832,33.230201721191406,0.6697533870651456,-0.22841624297202545,14
mw,2016,10103414,-9.971599578857422,33.3739013671875,1.34451208960668,0.566957446046364,16
mw,2016,10220103,-9.9753999710083,33.92599868774414,1.277065932914019,-0.12554221070819313,16
mw,2016,10302010,-11.96399974822998,34.07680130004883,1.1471942874381684,-0.12333320898745247,15
mw,2016,10308636,-11.536399841308594,34.27799987792969,0.7246729331611397,-1.085946015811361,15
mw,2016,10502268,-11.28499984741211,33.778499603271484,0.608140198931541,0.4268679163821783,13
mw,2016,10505310,-11.3125,33.47990036010742,1.4092419022834513,0.5507964163928762,16
mw,2016,10732192,-11.407600402832031,33.99489974975586,1.0258441494781194,0.8487954555171873,11
mw,2016,10734370,-11.432999610900879,34.02349853515625,0.6547630964005007,1.3738893042299678,12
mw,2016,10735173,-11.466899871826172,34.0078010559082,1.3358521953717721,1.7965029663295624,14
mw,2016,10744649,-11.473600387573242,34.015098571777344,0.9679669044574782,0.9541665993250321,12
mw,2016,10746033,-11.460800170898438,33.973899841308594,0.7063572930552742,1.1001737301188719,12
mw,2016,20111718,-13.348799705505371,33.440399169921875,0.5568534965163126,-0.3036901762144043,12
mw,2016,20112661,-12.881600379943848,33.72679901123047,0.7298319756408735,-0.7044106787709093,16
mw,2016,20205207,-13.350000381469727,34.27050018310547,0.6016353670858565,0.17443368892253705,15
mw,2016,20206362,-13.27400016784668,34.14039993286133,1.0178770524689147,0.8923271550771593,15
mw,2016,20303065,-13.230500221252441,34.009300231933594,0.4699144615296553,0.5331145538947861,16
mw,2016,20306557,-13.331399917602539,33.85810089111328,0.7543784745238757,0.5238316816054192,14
mw,2016,20404032,-13.746899604797363,34.16320037841797,0.7457519049035034,0.3187192627040985,15
mw,2016,20404575,-13.792099952697754,34.16019821166992,-0.09052497846392137,-0.7220925412689995,16
mw,2016,20407398,-13.636199951171875,33.7489013671875,-0.08991196818745706,-0.5782037998985982,16
mw,2016,20407481,-13.507699966430664,33.73759841918945,1.0599564807445163,0.08510785343395474,15
mw,2016,20508349,-13.488300323486328,34.26139831542969,0.5404110300285945,0.1799876546221083,15
mw,2016,20601626,-14.075499534606934,33.91830062866211,1.6354834109862524,0.025412072165332214,13
mw,2016,20603090,-14.260000228881836,33.798301696777344,-0.19426794470266823,0.32225591659606406,14
mw,2016,20603533,-14.274900436401367,33.759700775146484,0.041405068546643074,1.0515807604614489,12
mw,2016,20607260,-13.867400169372559,33.82809829711914,1.237542487111969,0.9014773307782281,13
mw,2016,20607315,-13.799300193786621,33.8588981628418,1.0436519762671639,0.15806175117519003,15
mw,2016,20610050,-14.104499816894531,34.001800537109375,0.3796706711918511,0.2616323880311838,14
mw,2016,20614477,-14.032999992370605,33.515899658203125,-0.40964053732430655,-0.4546044264986887,14
mw,2016,20615064,-13.812199592590332,33.5004997253418,0.2783518823332658,0.06005662302182877,14
mw,2016,20615735,-13.934700012207031,33.49399948120117,0.013811846978589367,0.15557303559124097,15
mw,2016,20705372,-13.502699851989746,32.98630142211914,-0.34117143947574685,0.2987638771886516,14
mw,2016,20801046,-14.376299858093262,34.039398193359375,0.5309318619984672,0.19635959236945533,15
mw,2016,20803156,-14.299200057983398,34.11259841918945,-0.07283256460079088,-0.35532239655668707,15
mw,2016,20804405,-14.026100158691406,34.2599983215332,0.16087295622897438,0.6439660297605776,15
mw,2016,20807727,-14.355600357055664,34.57929992675781,0.15978194175886856,-0.11073402019349889,16
mw,2016,20808421,-14.348699569702148,34.40399932861328,0.3757486724874261,0.5742256228577579,16
mw,2016,20906524,-14.768899917602539,34.64609909057617,1.0211690725076785,0.045089239708200876,16
mw,2016,20906605,-14.651399612426758,34.6255989074707,0.642631790075804,-0.08089561342264603,14
mw,2016,20908119,-14.503600120544434,34.6593017578125,-0.09743218492083425,-0.5046026779228421,16
mw,2016,20909113,-14.413599967956543,34.610599517822266,0.5209714349163331,-0.006761234628396913,12
mw,2016,21037030,-13.98960018157959,33.777198791503906,0.39417240558971567,1.3059102995283352,12
mw,2016,21037536,-13.991700172424316,33.778900146484375,0.13742111098907894,1.2767620619972424,13
mw,2016,21048764,-13.935400009155273,33.782798767089844,-0.0334693849663429,2.37358497805799,12
mw,2016,21051203,-14.003899574279785,33.808101654052734,-0.07499429765126955,0.9992904555271359,12
mw,2016,21055241,-13.875800132751465,33.7598991394043,1.3174519729565481,1.0401245393575291,13
mw,2016,21055693,-13.869600296020508,33.777099609375,0.5242896165801649,1.210809952929287,13
mw,2016,21066096,-14.023900032043457,33.77799987792969,0.4266065954212691,1.6323657353137178,7
mw,2016,21066339,-14.020899772644043,33.774600982666016,0.4825633547022291,1.2488405556031068,10
mw,2016,21080308,-13.932299613952637,33.7588996887207,-0.2299772941979294,0.5444652472233904,14
mw,2016,21081573,-13.893899917602539,33.78710174560547,0.07923024992799883,1.358503699744706,11
mw,2016,21086069,-13.95300006866455,33.71739959716797,0.7884627006823117,0.6662078919896253,12
mw,2016,21086436,-13.955400466918945,33.728599548339844,1.0337131907416202,0.14590813260681157,15
mw,2016,30101280,-14.42650032043457,35.257598876953125,0.07197876205449354,-0.87952451633634,15
mw,2016,30101545,-14.524399757385254,35.08879852294922,-0.2781107285853216,-0.48404714344135613,16
mw,2016,30103074,-14.479100227355957,34.82619857788086,0.7794279066344802,0.09759432607902764,16
mw,2016,30104708,-14.325200080871582,35.425498962402344,-0.2664224259186598,-0.3076683490581705,16
